iter	Logloss
396	0.02807786429
397	0.02797509616
398	0.0278355722
399	0.02772547699
400	0.02762581186
401	0.02752128698
402	0.02738285422
403	0.02730970855
404	0.02723861975
405	0.02714942988
406	0.02707035557
407	0.02697184796
408	0.02685043698
409	0.02676820888
410	0.02662519793
411	0.02655683083
412	0.02648238364
413	0.02641095855
414	0.02632181804
415	0.02625246468
416	0.0261741071
417	0.02609469688
418	0.02603078319
419	0.02595267848
420	0.02587210368
421	0.02579455158
422	0.02571574561
423	0.02564075574
424	0.02556844208
425	0.02550537431
426	0.02542022512
427	0.02535102568
428	0.02528302415
429	0.02521126565
430	0.0251399077
431	0.02508590907
432	0.02498922495
433	0.02493902459
434	0.02487036537
435	0.02480790799
436	0.02473889962
437	0.02467499405
438	0.02461581036
439	0.02455499229
440	0.024491671
441	0.02438569611
442	0.02430959192
443	0.02425655925
444	0.02416051301
445	0.024113917
446	0.02405181056
447	0.02398279043
448	0.0238592611
449	0.0237886223
450	0.02372686379
451	0.02367710288
452	0.02360940732
453	0.02350742003
454	0.02341372616
455	0.02333510636
456	0.02328591251
457	0.02316966915
458	0.02310907165
459	0.02299628002
460	0.02292918809
461	0.02287775022
462	0.02280869879
463	0.02269849234
464	0.0226437568
465	0.02254506563
466	0.02247782198
467	0.02242157336
468	0.02237007173
469	0.02231673071
470	0.02226978177
471	0.02221567824
472	0.02217729048
473	0.02210120781
474	0.02204406037
475	0.02197399783
476	0.02191130815
477	0.02182895301
478	0.02177059722
479	0.02170602092
480	0.02164916604
481	0.02160553331
482	0.02155611962
483	0.02150988651
484	0.0214085977
485	0.0213122072
486	0.02122924381
487	0.02117300767
488	0.0211132546
489	0.02102722837
490	0.0209753353
491	0.02092660989
492	0.02088012693
493	0.02083221097
494	0.02079030397
495	0.02069469167
496	0.02061852543
497	0.02056328405
498	0.02050922136
499	0.02042887958
500	0.02037940988
501	0.02032897434
502	0.02025958691
503	0.02020942487
504	0.0201739136
505	0.02012550165
506	0.02007140004
507	0.02002914668
508	0.01995891416
509	0.01991452795
510	0.01986671584
511	0.01980992405
512	0.01977036981
513	0.01970454202
514	0.01966507616
515	0.01961666331
516	0.0195363886
517	0.01947923744
518	0.01943159442
519	0.01939435943
520	0.01934873518
521	0.01929661227
522	0.01925893071
523	0.01921072133
524	0.0191596479
525	0.01911743385
526	0.01906513901
527	0.01902235152
528	0.01896139555
529	0.0189179647
530	0.01887939484
531	0.01883835075
532	0.01875532975
533	0.01869704724
534	0.01862252012
535	0.018543111
536	0.01850568894
537	0.01843176325
538	0.018362404
539	0.0183282302
540	0.01827257491
541	0.01820270099
542	0.0181621529
543	0.01812236469
544	0.01807004826
545	0.0180170389
546	0.01794584078
547	0.01790354957
548	0.01785717132
549	0.01782226447
550	0.01777931366
551	0.01771770541
552	0.01768997257
553	0.01764342076
554	0.01758978834
555	0.01755609309
556	0.01750477661
557	0.01747302619
558	0.01740599559
559	0.01736726409
560	0.01733880626
561	0.01730713691
562	0.01725815146
563	0.01722245595
564	0.01717592933
565	0.01713396884
566	0.01710104975
567	0.01706622005
568	0.01702345617
569	0.0169872927
570	0.01694214388
571	0.01689313999
572	0.01686191239
573	0.01683029262
574	0.01676796789
575	0.01673633492
576	0.01669047056
577	0.01664204847
578	0.01661265302
579	0.01657175482
580	0.01653575633
581	0.01647506558
582	0.01643570312
583	0.01640425567
584	0.01634979688
585	0.01630888559
586	0.01627416663
587	0.01623545843
588	0.01620631841
589	0.0161571743
590	0.01611906241
591	0.01608742461
592	0.01605942545
593	0.01602324638
594	0.01599942237
595	0.01596483276
596	0.01592360473
597	0.01588645935
598	0.01586198801
599	0.01583036211
600	0.01580309288
601	0.01578193646
602	0.01575638289
603	0.01570542347
604	0.01568020363
605	0.01563990306
606	0.01561046045
607	0.01557238497
608	0.01553782388
609	0.01551221131
610	0.01548872846
611	0.01545826344
612	0.0154302415
613	0.0154032009
614	0.01537745907
615	0.015352436
616	0.0153066984
617	0.01528282579
618	0.01525846174
619	0.01523442
620	0.01519548364
621	0.01516174799
622	0.01512280821
623	0.01509463876
624	0.01505723712
625	0.01502618601
626	0.01500164388
627	0.01496947501
628	0.01494713688
629	0.01490391735
630	0.01487771828
631	0.01485470567
632	0.0148129942
633	0.0147781216
634	0.01474227614
635	0.01471670229
636	0.01469218743
637	0.01467263062
638	0.01465036801
639	0.01461775859
640	0.01459947115
641	0.01457081189
642	0.01454385995
643	0.01451447097
644	0.01448831857
645	0.01444882384
646	0.0144162996
647	0.01439481405
648	0.01436757243
649	0.01433031941
650	0.01430284735
651	0.01428142394
652	0.01425353185
653	0.01422217634
654	0.01420125302
655	0.01417195342
656	0.01414675497
657	0.01411438474
658	0.0140879593
659	0.01406425667
660	0.01403579272
661	0.01400775846
662	0.01398417716
663	0.01396249761
664	0.01394402146
665	0.0139150624
666	0.01389088041
667	0.01387016631
668	0.01385024224
669	0.01382329864
670	0.01379603426
671	0.01376347852
672	0.01374329503
673	0.01372178225
674	0.01369822669
675	0.01367708201
676	0.01365755254
677	0.01363670488
678	0.01361261877
679	0.01359159014
680	0.01357617442
681	0.01354859189
682	0.0135226851
683	0.01350312605
684	0.0134715025
685	0.01344819235
686	0.01342594861
687	0.01340057491
688	0.01337551325
689	0.01335585704
690	0.01332616662
691	0.01330810517
692	0.01328624836
693	0.01326521598
694	0.01324515763
695	0.01321005581
696	0.0131900882
697	0.0131669946
698	0.01314292274
699	0.01311173403
700	0.0130824024
701	0.01306465483
702	0.01303439625
703	0.01300921579
704	0.01299041157
705	0.01297122038
706	0.01295443888
707	0.01292477833
708	0.01290091395
709	0.01287752392
710	0.01285375402
711	0.01283682896
712	0.0128172175
713	0.0127958592
714	0.01276693167
715	0.01274480551
716	0.01272684401
717	0.01270625763
718	0.01268044387
719	0.01266291625
720	0.01264129163
721	0.01261358741
722	0.01258543494
723	0.01256393487
724	0.01254814807
725	0.0125253804
726	0.01250603376
727	0.01248405966
728	0.01246386625
729	0.01244790611
730	0.01242706441
731	0.01240755517
732	0.01238204736
733	0.01236901541
734	0.01235170584
735	0.01233532816
736	0.01231916826
737	0.01230429951
738	0.01228695576
739	0.0122685342
740	0.01225522577
741	0.01223755129
742	0.01221726537
743	0.0121945368
744	0.01216465314
745	0.01214594793
746	0.01212987994
747	0.01210395948
748	0.01208483885
749	0.01206690974
750	0.01205161346
751	0.01202791536
752	0.0120064204
753	0.01197573997
754	0.01195530975
755	0.01193164251
756	0.011917529
757	0.01189882073
758	0.01188199909
759	0.01186655264
760	0.01184457678
761	0.01183222896
762	0.011807754
763	0.0117860566
764	0.01176705857
765	0.01175129687
766	0.0117280642
767	0.01170737153
768	0.01168500432
769	0.01166384036
770	0.01164872999
771	0.01163529453
772	0.01162116899
773	0.01159815865
774	0.01157987288
775	0.01156357794
776	0.01154408299
777	0.01152948657
778	0.01151076353
779	0.01149588608
780	0.01147688503
781	0.0114630651
782	0.01144841884
783	0.01142635739
784	0.01141289846
785	0.01139900043
786	0.01137880773
787	0.01135827851
788	0.01134004515
789	0.01132070436
790	0.01130385512
791	0.01128834844
792	0.01127443867
793	0.01125977321
794	0.0112444053
795	0.01122807826
796	0.01120863103
797	0.01119282659
798	0.01117825259
799	0.01116306139
800	0.01114689448
801	0.01113107313
802	0.01111759587
803	0.01109946318
804	0.0110869893
805	0.0110642594
806	0.01104601949
807	0.01103417832
808	0.01101806121
809	0.01100163897
810	0.01098719369
811	0.01097170982
812	0.01095477297
813	0.01093986262
814	0.01092695241
815	0.01091478499
816	0.01089556224
817	0.01087811872
818	0.01086357382
819	0.01084507238
820	0.01083110307
821	0.01081318305
822	0.0108000088
823	0.01078757791
824	0.01077469749
825	0.01076108532
826	0.01074487311
827	0.01073460875
828	0.01071875038
829	0.01070634813
830	0.01069434054
831	0.01067891391
832	0.01066757388
833	0.01065146611
834	0.01063487482
835	0.01062326346
836	0.01060257526
837	0.01058276461
838	0.01056669261
839	0.01055003113
840	0.01053703312
841	0.01052022775
842	0.01050367986
843	0.01048647909
844	0.01047211608
845	0.01045732596
846	0.01044584819
847	0.01043501839
848	0.01042007696
849	0.01040669367
850	0.01039149551
851	0.01038196498
852	0.01036067409
853	0.01034711159
854	0.01033189132
855	0.01031131888
856	0.01029763638
857	0.01028533075
858	0.01027355335
859	0.01026048891
860	0.01024543217
861	0.01023208597
862	0.01021297961
863	0.0101982636
864	0.01018624541
865	0.0101743855
866	0.01015623092
867	0.01014273516
868	0.01012842204
869	0.01011852218
870	0.01010066022
871	0.01009072773
872	0.01006799638
873	0.01005061797
874	0.01003507441
875	0.01001818449
876	0.01000792712
877	0.009994412156
878	0.00997789893
879	0.009966334452
880	0.009949388717
881	0.009932937734
882	0.009921670251
883	0.009908950344
884	0.009892275797
885	0.009876490551
886	0.009862733505
887	0.00984443632
888	0.00982854686
889	0.009814092199
890	0.00980110549
891	0.009782565002
892	0.009769651377
893	0.009751641686
894	0.009736104622
895	0.009725258635
896	0.00971539033
897	0.009702522728
898	0.009690655888
899	0.009675279838
900	0.009657946256
901	0.009648182575
902	0.009636860995
903	0.009621818204
904	0.009610756159
905	0.009598524883
906	0.009584363744
907	0.009569730461
908	0.009558045311
909	0.009546515262
910	0.009530073569
911	0.009513602677
912	0.00950304587
913	0.009486296463
914	0.009475278101
915	0.009458925545
916	0.009444679242
917	0.009435813965
918	0.009422628713
919	0.009412505951
920	0.009397626138
921	0.009383727844
922	0.009373591733
923	0.009358037055
924	0.009346598252
925	0.009332392875
926	0.009320647162
927	0.009305112117
928	0.009295084863
929	0.009283905223
930	0.009272740128
931	0.009260771067
932	0.009248695903
933	0.009239844917
934	0.009226620023
935	0.009216216761
936	0.009203290026
937	0.009193423655
938	0.009180648242
939	0.009170010645
940	0.009157940024
941	0.009144073187
942	0.009134742524
943	0.009122345565
944	0.009109263888
945	0.009096946845
946	0.009088394762
947	0.009075081325
948	0.009061904094
949	0.009052036459
950	0.009040315551
951	0.00903155105
952	0.009017323617
953	0.00900815245
954	0.008998114962
955	0.008984695549
956	0.008966972835
957	0.008954795231
958	0.008944286066
959	0.008936358183
960	0.008925517314
961	0.008916167713
962	0.008907288887
963	0.008894278024
964	0.008886531522
965	0.008880205595
966	0.008867153695
967	0.008853720798
968	0.008843990896
969	0.008829715818
970	0.008818226803
971	0.008807969249
972	0.008796505228
973	0.008785725616
974	0.00877395822
975	0.008765897713
976	0.008752895254
977	0.008744924981
978	0.008729498957
979	0.00872055778
980	0.008711731143
981	0.008698789536
982	0.008690399511
983	0.008675738799
984	0.008658018882
985	0.008646735513
986	0.008633038897
987	0.008624768188
988	0.008611682863
989	0.008602421969
990	0.008589299802
991	0.008579707786
992	0.008567654537
993	0.008554650743
994	0.008544104066
995	0.008533271958
996	0.008521499655
997	0.008509425349
998	0.008500754016
999	0.00849151634
