iter	Logloss
0	0.6724753812
1	0.6503392796
2	0.6296518308
3	0.6144318285
4	0.6001170928
5	0.5806436612
6	0.5671074819
7	0.5520156602
8	0.5337208129
9	0.5295641377
10	0.5165132542
11	0.5048860356
12	0.4899343681
13	0.4790557941
14	0.4669431582
15	0.4623874997
16	0.4500917933
17	0.4390068154
18	0.428827379
19	0.4205636966
20	0.4099249728
21	0.4086798061
22	0.4004779232
23	0.3909046675
24	0.3809796213
25	0.3720195177
26	0.3657177106
27	0.3580989018
28	0.3510521147
29	0.345313145
30	0.3397383278
31	0.3326911152
32	0.3281801605
33	0.3228144879
34	0.3163472247
35	0.3109572007
36	0.3057534931
37	0.3017699371
38	0.2965747747
39	0.2918874577
40	0.2860814421
41	0.2811195069
42	0.2759666439
43	0.271205566
44	0.267881612
45	0.2651660808
46	0.2621857183
47	0.2573261705
48	0.2531733073
49	0.2509516973
50	0.2479164297
51	0.2437363811
52	0.2399170829
53	0.2369236364
54	0.2333856059
55	0.2308290722
56	0.2272083535
57	0.2242364929
58	0.220923386
59	0.2175612131
60	0.2145453906
61	0.2112354988
62	0.2074345113
63	0.2053994573
64	0.2037851287
65	0.2009140597
66	0.1989026257
67	0.1970538057
68	0.1950735085
69	0.1932565688
70	0.1900239738
71	0.1897874786
72	0.188286534
73	0.1864956961
74	0.185416236
75	0.1833714046
76	0.1817978677
77	0.1797934203
78	0.1786079534
79	0.176742912
80	0.1747781933
81	0.1739202992
82	0.1722957326
83	0.1706333974
84	0.1692172804
85	0.1671205217
86	0.1661696857
87	0.1650120112
88	0.1626871903
89	0.1611043976
90	0.1602248255
91	0.1586703294
92	0.1567435266
93	0.1556932555
94	0.1542604589
95	0.1529188631
96	0.1510401205
97	0.1497034655
98	0.1483794885
99	0.1472265356
100	0.1459200498
101	0.1444594267
102	0.1435332922
103	0.1425698155
104	0.1406107106
105	0.139107925
106	0.1380832689
107	0.1373152011
108	0.1367100104
109	0.1356194037
110	0.1340749105
111	0.1333054577
112	0.1321567345
113	0.132059627
114	0.1308823598
115	0.1298052941
116	0.1296486116
117	0.1284158499
118	0.1272435067
119	0.126405365
120	0.1255813927
121	0.1246397648
122	0.1239251095
123	0.1228560988
124	0.1214583006
125	0.1207592786
126	0.119483048
127	0.1186497212
128	0.1172239646
129	0.1163143708
130	0.1151033828
131	0.1141401349
132	0.1129599683
133	0.1123139335
134	0.1121813255
135	0.1114426554
136	0.1107734226
137	0.1107195668
138	0.1096676404
139	0.1085642579
140	0.1078335782
141	0.1072793562
142	0.1060794236
143	0.1049776421
144	0.1040059157
145	0.1031056878
146	0.1022729362
147	0.1016056297
148	0.1007532566
149	0.1000345561
150	0.09911664851
151	0.09839094993
152	0.09752307621
153	0.09677547807
154	0.09613883035
155	0.09553944421
156	0.09453777872
157	0.09450950834
158	0.09385976546
159	0.09302867077
160	0.09250367424
161	0.09180128489
162	0.09100329813
163	0.09085000674
164	0.09031501119
165	0.0902478131
166	0.0897499852
167	0.08873229354
168	0.0882744812
169	0.0876038738
170	0.08691383329
171	0.08620628764
172	0.08547943848
173	0.08509794077
174	0.08454248837
175	0.08407448625
176	0.08364453406
177	0.0829171986
178	0.08244153977
179	0.08160575654
180	0.08074722414
181	0.08066633781
182	0.08015454191
183	0.07974969162
184	0.07914494746
185	0.0786237097
186	0.07804398584
187	0.07761989419
188	0.07734956527
189	0.07685658935
190	0.0763205123
191	0.07569462872
192	0.07519616069
193	0.07459993269
194	0.07407746467
195	0.07370958421
196	0.07315956425
197	0.07265026669
198	0.07228853635
199	0.071878479
200	0.07147902039
201	0.07101645435
202	0.07048125989
203	0.07044707965
204	0.07006328273
205	0.06950753091
206	0.06894466222
207	0.06842842221
208	0.06815164986
209	0.0678206771
210	0.06743099551
211	0.06701339872
212	0.06648130184
213	0.06609469611
214	0.06585042605
215	0.06543350291
216	0.06506864052
217	0.06449898991
218	0.06405932349
219	0.06356050206
220	0.06321921396
221	0.06285287408
222	0.06248003945
223	0.06209560155
224	0.06190072557
225	0.06144039064
226	0.0611714232
227	0.06087854785
228	0.06053345556
229	0.06011947274
230	0.059784989
231	0.05937782804
232	0.05912925718
233	0.05865681778
234	0.0581461898
235	0.05774475508
236	0.05739559294
237	0.05699076114
238	0.05672686549
239	0.05642994404
240	0.0562186998
241	0.0559362666
242	0.05565469655
243	0.05543914283
244	0.05507810087
245	0.05474480509
246	0.05439015822
247	0.05417073676
248	0.05379649548
249	0.05354865685
250	0.05329962773
251	0.05295967036
252	0.05263672008
253	0.0523132762
254	0.05191371724
255	0.05155900176
256	0.05125601808
257	0.05093965534
258	0.05072478029
259	0.05047081893
260	0.05031152917
261	0.05002023372
262	0.04977542491
263	0.04948026254
264	0.04930541578
265	0.04905643331
266	0.04883546895
267	0.04859227002
268	0.04833511544
269	0.04812694128
270	0.0477957065
271	0.04753165859
272	0.04721481722
273	0.04698774215
274	0.0467210787
275	0.04647699893
276	0.0462844137
277	0.04610125092
278	0.04593251158
279	0.04573767815
280	0.04550855876
281	0.04523691565
282	0.04497467359
283	0.04468935467
284	0.04439003986
285	0.04405168692
286	0.04381644208
287	0.04351276792
288	0.0432519953
289	0.04301157881
290	0.0428190343
291	0.04258598915
292	0.0423771627
293	0.04219464507
294	0.04197041873
295	0.04175484995
296	0.04149674394
297	0.04135124726
298	0.04114554449
299	0.04096012532
300	0.04077022236
301	0.04053342933
302	0.04029893265
303	0.04004345783
304	0.0398841786
305	0.03962981782
306	0.03947191267
307	0.0392823366
308	0.03912894349
309	0.0389608628
310	0.03881041858
311	0.03863763353
312	0.03850222646
313	0.03836184118
314	0.03818762321
315	0.03806887075
316	0.03794496632
317	0.03778501088
318	0.03762367332
319	0.03744605294
320	0.03725645537
321	0.03705512967
322	0.0369083132
323	0.03671731849
324	0.03659926935
325	0.03643366272
326	0.03624894591
327	0.03609729265
328	0.03592913338
329	0.03569845775
330	0.03557354635
331	0.03539025881
332	0.03524030309
333	0.03512206918
334	0.0349707471
335	0.03485401143
336	0.03471644232
337	0.03459599573
338	0.03446912621
339	0.03436800188
340	0.03427023531
341	0.03413802987
342	0.03400561168
343	0.03381660305
344	0.03368112914
345	0.03355482767
346	0.03343926052
347	0.03333240782
348	0.03318201932
349	0.03308167577
350	0.03297729609
351	0.03285872966
352	0.03276518657
353	0.03263702074
354	0.03249929563
355	0.03241019135
356	0.03223499395
357	0.03213862731
358	0.03204278011
359	0.03187256414
360	0.03174586716
361	0.03163257305
362	0.03148578464
363	0.03137286221
364	0.03126239786
365	0.03110593351
366	0.03099043883
367	0.03088698888
368	0.03077200696
369	0.03069313166
370	0.03057320726
371	0.03046075382
372	0.0303960489
373	0.03028927616
374	0.03020343301
375	0.03010458312
376	0.03000048154
377	0.02987654504
378	0.02979028199
379	0.02970509221
380	0.02956688426
381	0.02946947466
382	0.0293769751
383	0.02927571736
384	0.02917432655
385	0.02908281318
386	0.02899628973
387	0.02888527919
388	0.02879357295
389	0.02870891129
390	0.02858596989
391	0.02849280593
392	0.02840954957
393	0.02832176396
394	0.02823630001
395	0.02816113741
